Age,AgeGroup,Department,JobRole,Gender,MaritalStatus,OverTime,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,YearsAtCompany,YearsSinceLastPromotion,TotalWorkingYears,JobLevel,BusinessTravel,Attrition,AttritionBinary,Cluster,ClusterLabel
40,36-45,Research & Development,Manager,Female,Married,No,19033,3,4,3,3,20,9,21,5,Travel_Rarely,No,0,0,Stable Senior
55,46-55,Research & Development,Research Director,Male,Single,No,18722,2,3,3,4,24,2,36,5,Travel_Rarely,No,0,0,Stable Senior
34,26-35,Research & Development,Manufacturing Director,Male,Married,No,9547,3,4,2,2,10,1,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
51,46-55,Research & Development,Healthcare Representative,Female,Single,No,13734,2,4,3,3,7,1,21,4,Travel_Rarely,No,0,0,Stable Senior
52,46-55,Research & Development,Manager,Male,Married,No,19999,3,3,3,2,33,11,34,5,Travel_Rarely,No,0,0,Stable Senior
27,26-35,Research & Development,Research Scientist,Female,Single,No,2279,2,4,2,3,7,0,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
35,26-35,Research & Development,Manufacturing Director,Male,Married,Yes,5916,3,2,3,2,1,0,8,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
43,36-45,Research & Development,Research Scientist,Male,Divorced,No,2089,4,4,4,4,5,2,7,1,Non-Travel,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Manager,Male,Married,No,16792,4,1,3,2,20,11,22,4,Non-Travel,No,0,0,Stable Senior
37,36-45,Research & Development,Research Scientist,Male,Married,Yes,3564,1,2,2,4,8,1,8,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Laboratory Technician,Female,Single,No,4425,2,2,3,3,6,1,10,2,Travel_Frequently,No,0,1,Loyal Mid-Career
42,36-45,Research & Development,Manufacturing Director,Female,Divorced,No,5265,3,3,3,3,5,0,11,2,Non-Travel,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Manufacturing Director,Male,Married,No,6553,3,4,3,3,1,0,14,2,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Manufacturing Director,Male,Married,No,6261,4,4,1,3,7,1,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
27,26-35,Research & Development,Manufacturing Director,Male,Married,No,4298,1,3,3,2,2,2,6,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Manufacturing Director,Male,Divorced,Yes,6804,4,4,3,3,7,1,7,2,Non-Travel,No,0,2,Burnt-Out & Overworked
34,26-35,Research & Development,Research Scientist,Male,Divorced,Yes,3815,3,4,4,3,5,2,5,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
40,36-45,Research & Development,Laboratory Technician,Male,Married,Yes,2741,4,3,4,3,7,3,15,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
38,36-45,Research & Development,Healthcare Representative,Male,Married,Yes,6673,1,2,3,3,1,0,17,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Executive,Female,Married,No,7639,4,2,2,3,10,1,10,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
22,18-25,Research & Development,Research Scientist,Male,Divorced,Yes,2328,2,4,2,4,4,2,4,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
36,36-45,Research & Development,Laboratory Technician,Female,Single,No,2153,4,2,3,3,8,1,8,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Healthcare Representative,Male,Married,No,4876,4,4,1,2,3,0,5,2,Non-Travel,No,0,3,At-Risk Mid-Level
46,46-55,Research & Development,Healthcare Representative,Male,Divorced,No,9396,1,4,3,3,4,0,17,3,Travel_Rarely,No,0,1,Loyal Mid-Career
32,26-35,Sales,Sales Executive,Male,Married,No,10400,4,4,2,1,14,9,14,3,Travel_Rarely,Yes,1,1,Loyal Mid-Career
30,26-35,Research & Development,Manufacturing Director,Male,Single,No,8474,3,3,3,2,11,5,12,3,Non-Travel,No,0,1,Loyal Mid-Career
27,26-35,Sales,Sales Executive,Female,Single,No,9981,3,4,3,3,7,0,7,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
51,46-55,Research & Development,Research Director,Male,Married,No,12490,2,2,1,2,10,4,16,3,Travel_Rarely,No,0,0,Stable Senior
30,26-35,Research & Development,Research Scientist,Female,Single,Yes,2657,1,4,3,3,5,0,8,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
41,36-45,Sales,Manager,Female,Single,Yes,13591,4,4,3,3,1,0,16,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
30,26-35,Sales,Sales Executive,Female,Single,No,6696,1,3,2,2,6,0,9,2,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
29,26-35,Research & Development,Research Scientist,Male,Single,No,2058,3,3,2,3,6,1,7,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
45,36-45,Sales,Sales Executive,Female,Single,No,8865,4,4,3,2,19,12,23,3,Non-Travel,No,0,0,Stable Senior
54,46-55,Sales,Sales Executive,Female,Married,No,5940,1,4,3,3,6,0,16,2,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Laboratory Technician,Male,Single,No,5914,2,4,4,3,13,3,16,2,Travel_Rarely,No,0,1,Loyal Mid-Career
33,26-35,Research & Development,Research Scientist,Female,Married,No,2622,2,3,3,2,3,1,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Research Director,Male,Divorced,Yes,12185,4,2,3,3,10,0,10,3,Travel_Frequently,No,0,2,Burnt-Out & Overworked
38,36-45,Sales,Sales Executive,Male,Divorced,No,10609,3,1,2,3,16,5,17,3,Travel_Rarely,No,0,1,Loyal Mid-Career
31,26-35,Research & Development,Manufacturing Director,Male,Married,No,4345,3,3,3,1,5,1,6,2,Non-Travel,No,0,3,At-Risk Mid-Level
59,56-65,Research & Development,Research Scientist,Male,Married,No,2177,4,3,3,2,1,0,7,1,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Sales,Sales Representative,Male,Divorced,No,2793,4,1,3,3,9,5,13,1,Travel_Frequently,No,0,1,Loyal Mid-Career
29,26-35,Sales,Sales Executive,Female,Married,No,7918,4,2,3,3,11,4,11,3,Travel_Frequently,No,0,1,Loyal Mid-Career
35,26-35,Sales,Sales Executive,Female,Single,No,8789,3,3,4,3,10,0,10,3,Travel_Frequently,No,0,1,Loyal Mid-Career
29,26-35,Research & Development,Research Scientist,Male,Single,Yes,2389,4,3,2,2,4,0,4,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
52,46-55,Research & Development,Laboratory Technician,Female,Single,No,3212,4,3,2,2,2,2,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Manager,Male,Married,No,19232,4,3,3,3,22,11,22,5,Travel_Rarely,No,0,0,Stable Senior
59,56-65,Human Resources,Human Resources,Male,Married,No,2267,3,2,2,3,2,2,7,1,Travel_Rarely,No,0,1,Loyal Mid-Career
50,46-55,Sales,Manager,Female,Divorced,No,19517,4,4,2,3,7,0,32,5,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Research & Development,Laboratory Technician,Male,Married,Yes,2436,4,3,1,3,5,0,8,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
43,36-45,Sales,Manager,Female,Married,Yes,16064,4,4,3,3,17,1,22,4,Travel_Rarely,No,0,0,Stable Senior
33,26-35,Research & Development,Laboratory Technician,Female,Married,No,2707,1,1,4,3,9,1,13,1,Travel_Rarely,Yes,1,1,Loyal Mid-Career
52,46-55,Sales,Manager,Male,Single,Yes,19068,3,1,4,2,33,15,33,5,Non-Travel,No,0,0,Stable Senior
32,26-35,Sales,Sales Representative,Female,Married,No,3931,2,3,3,3,4,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
32,26-35,Research & Development,Laboratory Technician,Male,Single,Yes,3730,3,4,1,2,3,1,4,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
39,36-45,Research & Development,Laboratory Technician,Female,Divorced,No,2232,3,3,3,3,3,1,7,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
32,26-35,Sales,Sales Executive,Male,Married,No,4465,4,3,3,3,3,2,4,2,Non-Travel,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Research Scientist,Male,Divorced,No,3072,1,3,2,3,1,0,17,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
40,36-45,Research & Development,Research Scientist,Male,Divorced,No,3319,4,1,3,3,9,4,9,2,Travel_Rarely,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Manager,Male,Married,No,19202,4,3,3,4,24,1,25,5,Travel_Rarely,No,0,0,Stable Senior
31,26-35,Research & Development,Research Director,Male,Divorced,No,13675,3,2,3,3,2,2,9,3,Travel_Frequently,No,0,1,Loyal Mid-Career
33,26-35,Research & Development,Research Scientist,Female,Married,No,2911,4,3,2,2,2,0,2,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
34,26-35,Research & Development,Manufacturing Director,Male,Married,No,5957,1,4,3,2,11,5,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Research & Development,Research Scientist,Female,Married,No,3920,1,3,2,2,3,0,17,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Manufacturing Director,Male,Married,No,6434,3,1,3,4,3,0,9,2,Travel_Frequently,No,0,1,Loyal Mid-Career
37,36-45,Research & Development,Manufacturing Director,Male,Divorced,No,10048,3,1,3,3,1,0,17,3,Travel_Frequently,Yes,1,1,Loyal Mid-Career
39,36-45,Research & Development,Healthcare Representative,Female,Single,No,10938,3,3,3,3,19,11,20,3,Travel_Frequently,No,0,0,Stable Senior
29,26-35,Research & Development,Research Scientist,Male,Single,No,2340,4,3,3,3,6,1,6,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Research Scientist,Female,Single,Yes,6545,1,4,3,4,3,0,10,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Executive,Male,Divorced,No,6931,4,4,3,3,3,0,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
25,18-25,Research & Development,Manufacturing Director,Female,Married,No,4898,3,1,3,3,4,1,5,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Laboratory Technician,Female,Divorced,Yes,2593,1,4,3,2,9,7,10,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
40,36-45,Research & Development,Research Director,Male,Divorced,No,19436,3,1,3,3,21,3,22,5,Travel_Rarely,No,0,0,Stable Senior
51,46-55,Research & Development,Research Scientist,Male,Married,No,2723,4,3,2,3,1,0,1,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Laboratory Technician,Male,Single,No,3479,2,3,4,2,5,1,6,1,Travel_Frequently,Yes,1,3,At-Risk Mid-Level
32,26-35,Research & Development,Laboratory Technician,Male,Married,No,2794,2,2,1,4,5,0,5,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
38,36-45,Sales,Sales Executive,Male,Married,No,5249,4,4,3,2,8,7,13,2,Non-Travel,No,0,1,Loyal Mid-Career
32,26-35,Research & Development,Laboratory Technician,Male,Single,No,2176,1,4,3,2,6,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
46,46-55,Sales,Manager,Female,Married,Yes,16872,2,3,2,1,7,7,28,4,Travel_Rarely,No,0,0,Stable Senior
28,26-35,Research & Development,Laboratory Technician,Male,Single,No,3485,3,1,1,3,0,0,5,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
29,26-35,Sales,Sales Executive,Male,Married,No,6644,2,1,3,2,0,0,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Research & Development,Healthcare Representative,Male,Married,No,5582,4,2,3,2,9,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
25,18-25,Research & Development,Healthcare Representative,Male,Divorced,No,4000,1,2,3,4,6,1,6,2,Non-Travel,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Healthcare Representative,Male,Married,Yes,13496,4,3,3,3,20,4,21,4,Travel_Rarely,No,0,0,Stable Senior
36,36-45,Research & Development,Laboratory Technician,Male,Married,No,3210,4,4,3,3,15,10,16,1,Travel_Rarely,No,0,1,Loyal Mid-Career
55,46-55,Research & Development,Manager,Male,Single,Yes,19045,1,4,3,3,36,4,37,5,Travel_Rarely,No,0,0,Stable Senior
47,46-55,Research & Development,Manager,Male,Married,Yes,11849,2,1,2,3,10,9,10,3,Non-Travel,Yes,1,0,Stable Senior
28,26-35,Research & Development,Research Scientist,Male,Married,No,2070,4,4,2,3,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Sales,Sales Executive,Male,Married,No,6502,4,3,4,3,5,0,7,2,Travel_Rarely,No,0,1,Loyal Mid-Career
21,18-25,Research & Development,Research Scientist,Male,Single,No,3230,3,4,4,2,3,1,3,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Research Director,Female,Divorced,Yes,13603,4,1,3,3,5,0,15,3,Non-Travel,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Manager,Female,Divorced,No,11996,2,2,2,4,7,6,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Sales,Sales Executive,Female,Divorced,Yes,5605,1,1,3,4,8,7,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
26,26-35,Research & Development,Manufacturing Director,Female,Divorced,No,6397,2,3,1,3,6,1,6,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
50,46-55,Research & Development,Research Director,Male,Divorced,No,19144,2,1,2,3,10,1,28,5,Travel_Rarely,No,0,0,Stable Senior
53,46-55,Research & Development,Research Director,Male,Married,Yes,17584,3,3,2,3,5,1,21,4,Travel_Rarely,No,0,0,Stable Senior
42,36-45,Sales,Sales Executive,Male,Married,No,4907,3,2,3,3,20,11,20,2,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Sales,Sales Executive,Male,Single,No,4554,4,2,2,3,10,0,10,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
55,46-55,Research & Development,Laboratory Technician,Male,Married,Yes,5415,4,2,3,3,10,0,12,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
26,26-35,Research & Development,Healthcare Representative,Male,Married,Yes,4741,1,1,3,3,5,3,5,2,Travel_Frequently,No,0,2,Burnt-Out & Overworked
37,36-45,Research & Development,Research Scientist,Female,Single,No,2115,4,4,3,3,17,5,17,1,Travel_Rarely,No,0,1,Loyal Mid-Career
44,36-45,Research & Development,Laboratory Technician,Male,Divorced,Yes,3161,3,4,1,3,1,0,19,1,Travel_Frequently,Yes,1,2,Burnt-Out & Overworked
38,36-45,Research & Development,Healthcare Representative,Male,Divorced,No,5745,4,4,3,3,2,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
26,26-35,Research & Development,Laboratory Technician,Male,Divorced,Yes,2373,2,1,3,3,3,0,5,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
28,26-35,Research & Development,Research Scientist,Female,Single,No,3310,4,4,3,3,5,0,5,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
49,46-55,Research & Development,Research Director,Female,Single,Yes,18665,1,3,3,3,3,1,22,5,Travel_Frequently,No,0,0,Stable Senior
36,36-45,Research & Development,Research Scientist,Male,Single,No,4485,2,3,3,3,8,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
31,26-35,Sales,Sales Representative,Female,Divorced,No,2789,2,4,2,3,2,2,2,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
26,26-35,Sales,Sales Executive,Male,Single,Yes,5828,4,4,3,2,8,7,8,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
37,36-45,Research & Development,Research Scientist,Male,Married,Yes,2326,4,2,2,3,4,1,4,1,Travel_Frequently,No,0,2,Burnt-Out & Overworked
42,36-45,Sales,Sales Executive,Female,Married,No,13525,2,3,4,3,20,4,23,4,Travel_Frequently,No,0,0,Stable Senior
18,,Research & Development,Laboratory Technician,Male,Single,No,1420,3,3,3,3,0,0,0,1,Travel_Rarely,Yes,1,3,At-Risk Mid-Level
35,26-35,Sales,Sales Executive,Male,Married,No,8020,2,3,2,3,11,6,12,3,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Laboratory Technician,Male,Married,No,3688,4,3,3,4,1,0,4,1,Travel_Frequently,No,0,3,At-Risk Mid-Level
51,46-55,Research & Development,Manufacturing Director,Male,Divorced,No,5482,2,4,3,1,4,1,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
41,36-45,Sales,Manager,Male,Single,No,16015,2,4,3,3,22,0,22,4,Travel_Rarely,No,0,0,Stable Senior
18,,Sales,Sales Representative,Female,Single,No,1200,3,4,3,2,0,0,0,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Healthcare Representative,Male,Single,No,5661,1,2,3,4,8,0,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
31,26-35,Sales,Sales Executive,Male,Married,No,6929,4,2,2,4,8,7,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Healthcare Representative,Male,Divorced,No,9613,4,3,2,4,18,3,19,3,Travel_Rarely,No,0,1,Loyal Mid-Career
36,36-45,Research & Development,Laboratory Technician,Female,Married,No,5674,2,2,3,3,9,0,11,2,Non-Travel,No,0,1,Loyal Mid-Career
32,26-35,Sales,Sales Executive,Male,Married,No,5484,3,4,2,2,13,4,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
38,36-45,Research & Development,Research Director,Female,Married,No,12061,2,1,3,2,10,0,19,3,Travel_Rarely,No,0,1,Loyal Mid-Career
58,56-65,Research & Development,Healthcare Representative,Male,Divorced,Yes,5660,3,4,3,1,5,1,12,2,Non-Travel,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Research Scientist,Male,Married,Yes,4821,4,3,3,3,5,0,6,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Human Resources,Human Resources,Male,Married,No,6410,1,1,3,2,2,1,9,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
45,36-45,Research & Development,Laboratory Technician,Male,Divorced,No,5210,1,1,3,3,24,9,24,3,Travel_Frequently,No,0,0,Stable Senior
31,26-35,Research & Development,Research Scientist,Male,Divorced,Yes,2695,4,3,1,3,2,2,3,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
33,26-35,Research & Development,Manager,Female,Married,No,11878,2,4,3,3,10,8,12,3,Travel_Frequently,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Manager,Male,Married,Yes,17068,1,3,3,3,21,11,21,4,Travel_Rarely,No,0,0,Stable Senior
43,36-45,Research & Development,Laboratory Technician,Female,Single,No,2455,4,3,3,3,8,1,9,1,Travel_Frequently,No,0,1,Loyal Mid-Career
49,46-55,Research & Development,Healthcare Representative,Female,Single,Yes,13964,3,3,3,2,7,0,25,4,Travel_Rarely,No,0,0,Stable Senior
52,46-55,Research & Development,Research Scientist,Male,Married,No,4941,2,3,2,2,8,7,11,2,Travel_Rarely,Yes,1,1,Loyal Mid-Career
27,26-35,Research & Development,Research Scientist,Female,Single,Yes,2478,2,3,2,3,4,1,4,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Sales,Sales Executive,Female,Married,Yes,5228,2,3,3,2,13,11,13,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
27,26-35,Sales,Sales Executive,Male,Single,Yes,4478,3,4,3,3,5,0,5,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Sales,Sales Executive,Male,Divorced,No,7547,4,4,3,3,7,1,13,2,Travel_Rarely,No,0,1,Loyal Mid-Career
32,26-35,Research & Development,Research Scientist,Female,Single,No,5055,4,1,2,4,7,0,10,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
28,26-35,Research & Development,Research Scientist,Male,Married,Yes,3464,4,1,2,1,3,2,5,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
30,26-35,Research & Development,Research Scientist,Female,Married,No,5775,4,4,3,3,10,1,11,2,Travel_Rarely,No,0,1,Loyal Mid-Career
31,26-35,Research & Development,Manufacturing Director,Female,Married,No,8943,3,3,3,2,10,8,10,3,Travel_Frequently,No,0,1,Loyal Mid-Career
39,36-45,Research & Development,Manager,Male,Married,No,19272,4,3,3,2,21,13,21,5,Travel_Frequently,No,0,0,Stable Senior
39,36-45,Sales,Sales Executive,Female,Married,Yes,5238,3,4,2,3,1,0,12,2,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
33,26-35,Sales,Sales Executive,Male,Single,No,4682,4,2,2,2,7,0,9,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
47,46-55,Research & Development,Research Director,Male,Married,No,18300,3,4,3,3,3,1,21,5,Travel_Rarely,No,0,0,Stable Senior
43,36-45,Research & Development,Laboratory Technician,Female,Divorced,No,5257,3,3,4,2,9,0,9,2,Travel_Frequently,No,0,1,Loyal Mid-Career
27,26-35,Sales,Sales Executive,Male,Married,Yes,6349,2,3,3,3,5,1,6,2,Non-Travel,No,0,2,Burnt-Out & Overworked
54,46-55,Research & Development,Research Scientist,Female,Single,No,4869,3,4,2,3,4,0,20,2,Travel_Frequently,No,0,1,Loyal Mid-Career
43,36-45,Research & Development,Healthcare Representative,Female,Married,No,9985,1,3,2,3,1,0,10,3,Travel_Rarely,No,0,1,Loyal Mid-Career
45,36-45,Research & Development,Research Scientist,Male,Married,No,3697,4,4,3,3,10,9,12,2,Travel_Rarely,No,0,1,Loyal Mid-Career
40,36-45,Sales,Sales Executive,Male,Married,Yes,7457,4,2,2,1,4,0,6,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
29,26-35,Research & Development,Laboratory Technician,Male,Married,Yes,2119,1,2,2,1,7,0,7,1,Travel_Rarely,Yes,1,2,Burnt-Out & Overworked
29,26-35,Research & Development,Laboratory Technician,Male,Single,No,3983,4,2,3,2,3,2,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
30,26-35,Sales,Sales Executive,Female,Divorced,No,6118,3,4,3,2,10,1,10,2,Travel_Rarely,No,0,1,Loyal Mid-Career
27,26-35,Sales,Sales Executive,Female,Married,No,6214,2,2,3,3,8,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
37,36-45,Research & Development,Manufacturing Director,Male,Divorced,No,6347,4,4,2,3,6,0,8,2,Travel_Rarely,No,0,3,At-Risk Mid-Level
38,36-45,Research & Development,Research Director,Male,Divorced,Yes,11510,4,3,3,2,11,2,12,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
31,26-35,Research & Development,Manufacturing Director,Female,Single,Yes,7143,4,3,2,3,11,4,11,3,Travel_Rarely,No,0,2,Burnt-Out & Overworked
29,26-35,Sales,Sales Executive,Female,Divorced,Yes,8268,2,4,3,2,7,1,7,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
35,26-35,Research & Development,Manufacturing Director,Male,Single,No,8095,2,3,3,3,16,0,17,3,Travel_Rarely,No,0,1,Loyal Mid-Career
23,18-25,Research & Development,Research Scientist,Male,Divorced,No,2904,4,3,2,3,4,0,4,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
41,36-45,Research & Development,Manufacturing Director,Male,Single,Yes,6032,2,4,3,2,5,1,8,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
47,46-55,Sales,Sales Representative,Male,Single,No,2976,3,2,3,3,0,0,5,2,Travel_Frequently,No,0,3,At-Risk Mid-Level
42,36-45,Research & Development,Research Director,Female,Single,No,15992,4,1,3,3,1,0,16,4,Travel_Rarely,No,0,1,Loyal Mid-Career
29,26-35,Sales,Sales Executive,Male,Married,No,4649,3,4,2,3,4,0,4,2,Non-Travel,No,0,3,At-Risk Mid-Level
42,36-45,Human Resources,Human Resources,Male,Divorced,Yes,2696,3,3,3,3,3,1,4,1,Travel_Rarely,No,0,2,Burnt-Out & Overworked
32,26-35,Research & Development,Laboratory Technician,Female,Married,No,2370,2,3,3,3,8,0,8,1,Travel_Rarely,No,0,3,At-Risk Mid-Level
48,46-55,Sales,Manager,Female,Married,No,12504,3,1,1,3,0,0,15,3,Travel_Rarely,No,0,1,Loyal Mid-Career
37,36-45,Research & Development,Research Scientist,Male,Divorced,Yes,5974,1,3,3,4,7,6,13,2,Travel_Rarely,No,0,2,Burnt-Out & Overworked
30,26-35,Sales,Sales Executive,Female,Married,Yes,4736,3,4,4,3,2,2,4,2,Non-Travel,No,0,2,Burnt-Out & Overworked
